Activation Failure (3270),Adverse Event Without Identified Device or Use Problem (2993),Break (1069),Communication or Transmission Problem (2896),Component Missing (2306),Contamination /Decontamination Problem (2895),Crack (1135),Deflation Problem (1149),Deformation Due to Compressive Stress (2889),Device Damaged by Another Device (2915),Device Dislodged or Dislocated (2923),Difficult or Delayed Activation (2577),Difficult or Delayed Positioning (1157),Difficult to Advance (2920),Difficult to Insert (1316),Difficult to Open or Close (2921),Difficult to Remove (1528),Entrapment of Device (1212),Failure to Advance (2524),Failure to Cycle (1142),Failure to Deflate (4060),Failure to Fire (2610),Firing Problem (4011),Improper or Incorrect Procedure or Method (2017),Incomplete Coaptation (2507),"Incorrect, Inadequate or Imprecise Result or Readings (1535)",Inflation Problem (1310),Insufficient Information (3190),Leak/Splash (1354),Loose or Intermittent Connection (1371),Malposition of Device (2616),Material Deformation (2976),Material Rupture (1546),Material Separation (1562),"Material Split, Cut or Torn (4008)",Material Too Rigid or Stiff (1544),Material Too Soft/Flexible (4007),Material Twisted/Bent (2981),Mechanical Jam (2983),Migration (4003),"Noise, Audible (3273)",Obstruction of Flow (2423),Off-Label Use (1494),Patient Device Interaction Problem (4001),Patient-Device Incompatibility (2682),Peeled/Delaminated (1454),Physical Resistance/Sticking (4012),Positioning Failure (1158),Positioning Problem (3009),Premature Activation (1484),Product Quality Problem (1506),Retraction Problem (1536),Scratched Material (3020),Stretched (1601),"Tear, Rip or Hole in Device Packaging (2385)",Unintended Movement (3026),Unstable (1667)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
